subject,actual_dice,predicted_dice,absolute_error
BraTS-GLI-00059-000,0.9161890205069685,0.880859375,0.03532964550696849
BraTS-GLI-01418-000,0.9362391777199778,0.90771484375,0.028524333969977778
BraTS-GLI-00364-000,0.9574445838561494,0.89404296875,0.06340161510614939
BraTS-GLI-01659-000,0.9140452502792649,0.884765625,0.029279625279264865
BraTS-GLI-00753-000,0.5976441413540134,0.51025390625,0.08739023510401345
BraTS-GLI-00022-000,0.8962414959664314,0.89453125,0.001710245966431434
BraTS-GLI-01515-000,0.9182211573723399,0.88232421875,0.03589693862233989
BraTS-GLI-00739-000,0.9297582542965254,0.88720703125,0.042551223046525366
BraTS-GLI-00656-000,0.9384871416460142,0.9091796875,0.02930745414601421
BraTS-GLI-01135-000,0.9440931975178715,0.87548828125,0.06860491626787146
BraTS-GLI-00053-000,0.9419548121333348,0.8955078125,0.04644699963333476
BraTS-GLI-00805-000,0.9409272986786036,0.84423828125,0.09668901742860359
BraTS-GLI-00518-001,0.9542929431824684,0.86376953125,0.09052341193246838
BraTS-GLI-00590-000,0.9137273924191277,0.8974609375,0.016266454919127704
BraTS-GLI-00254-000,0.9408837339968933,0.9140625,0.02682123399689329
BraTS-GLI-01188-000,0.9350227420403034,0.87109375,0.06392899204030345
BraTS-GLI-01420-000,0.8575414123803704,0.84521484375,0.012326568630370405
BraTS-GLI-00306-000,0.9451450189155453,0.89697265625,0.048172362665545254
BraTS-GLI-01287-000,0.9481249183327026,0.91748046875,0.030644449582702626
BraTS-GLI-00048-000,0.9094052235668321,0.869140625,0.040264598566832066
BraTS-GLI-01493-000,0.7923217334983264,0.7392578125,0.05306392099832635
BraTS-GLI-01000-000,0.9501248829222798,0.92333984375,0.026785039172279812
BraTS-GLI-00706-000,0.9154255461376198,0.81494140625,0.10048413988761984
BraTS-GLI-00446-000,0.9564464955292838,0.9111328125,0.04531368302928385
BraTS-GLI-01457-000,0.9050115564575765,0.8974609375,0.0075506189575764715
BraTS-GLI-00369-000,0.9641187517481192,0.927734375,0.03638437674811923
BraTS-GLI-00674-001,0.9328942219903701,0.8515625,0.08133172199037009
BraTS-GLI-01355-000,0.9548779604548581,0.91015625,0.044721710454858066
BraTS-GLI-01351-000,0.8120920365536015,0.89599609375,0.08390405719639848
BraTS-GLI-01233-000,0.8879465896788669,0.9111328125,0.02318622282113314
BraTS-GLI-01521-000,0.8697922371928525,0.83984375,0.02994848719285248
BraTS-GLI-01058-000,0.9114351834845861,0.88818359375,0.023251589734586076
BraTS-GLI-00331-000,0.3380932381366273,0.78271484375,0.4446216056133727
BraTS-GLI-00177-000,0.953448683277771,0.9150390625,0.03840962077777099
BraTS-GLI-00800-000,0.9299436108191437,0.80517578125,0.12476782956914367
BraTS-GLI-01401-000,0.9578645378570643,0.90966796875,0.04819656910706427
BraTS-GLI-01417-000,0.8381054640898127,0.6767578125,0.16134765158981268
BraTS-GLI-01509-000,0.8513674197386031,0.87451171875,0.023144299011396918
BraTS-GLI-00316-000,0.9440745672437372,0.880859375,0.06321519224373717
BraTS-GLI-00686-000,0.9471121159896996,0.8974609375,0.04965117848969958
BraTS-GLI-00540-000,0.9133807369104286,0.58984375,0.32353698691042865
BraTS-GLI-01370-000,0.8222549308214175,0.890625,0.06837006917858246
BraTS-GLI-01487-000,0.9559930786138727,0.90966796875,0.04632510986387273
BraTS-GLI-00112-000,0.8899310096045949,0.88427734375,0.005653665854594925
BraTS-GLI-00464-000,0.7599674532146461,0.78955078125,0.029583328035353906
BraTS-GLI-01265-000,0.9285513756317177,0.8916015625,0.036949813131717746
BraTS-GLI-00750-001,0.943232079540906,0.873046875,0.07018520454090604
BraTS-GLI-00548-001,0.9680793157076267,0.9150390625,0.05304025320762673
BraTS-GLI-00540-001,0.8342471531006569,0.59521484375,0.2390323093506569
BraTS-GLI-00273-000,0.9525953209194623,0.83447265625,0.11812266466946231
BraTS-GLI-01206-000,0.927088113813697,0.91259765625,0.014490457563697046
BraTS-GLI-00064-000,0.9064886911383365,0.87158203125,0.03490665988833652
BraTS-GLI-01275-000,0.9182329701904486,0.87841796875,0.03981500144044858
BraTS-GLI-00132-000,0.8737041326516558,0.896484375,0.022780242348344193
BraTS-GLI-00688-000,0.8910951580878401,0.76513671875,0.12595843933784012
BraTS-GLI-00395-000,0.9419126962798242,0.921875,0.020037696279824213
BraTS-GLI-00188-000,0.9454709328526772,0.8359375,0.10953343285267725
BraTS-GLI-00060-000,0.924273519013551,0.90673828125,0.017535237763551037
BraTS-GLI-01034-000,0.8400212596334838,0.89208984375,0.05206858411651616
BraTS-GLI-01477-000,0.9340614972693992,0.91259765625,0.021463841019399243
BraTS-GLI-00391-000,0.9089409595886533,0.90087890625,0.008062053338653286
BraTS-GLI-01228-000,0.9216122004357469,0.85546875,0.06614345043574688
BraTS-GLI-00068-000,0.9292491972435944,0.888671875,0.04057732224359445
BraTS-GLI-00470-000,0.9630543771693162,0.8701171875,0.09293718966931619
BraTS-GLI-01364-000,0.2895752895762039,0.51171875,0.22214346042379612
BraTS-GLI-01431-000,0.7441731920776193,0.80078125,0.05660805792238066
BraTS-GLI-00481-000,0.9342767295597656,0.919921875,0.014354854559765595
BraTS-GLI-00239-000,0.8941836019622155,0.8671875,0.02699610196221547
BraTS-GLI-01285-000,0.9099302042173234,0.89453125,0.015398954217323402
BraTS-GLI-00645-001,0.6965607313892083,0.75537109375,0.058810362360791735
BraTS-GLI-01031-000,0.8814589665654997,0.87158203125,0.009876935315499713
BraTS-GLI-00735-001,0.8566948886799868,0.7900390625,0.06665582617998678
BraTS-GLI-00160-000,0.9358966656653843,0.92919921875,0.00669744691538432
BraTS-GLI-00089-000,0.9355555555556272,0.869140625,0.0664149305556272
BraTS-GLI-01231-000,0.9060766670775878,0.9150390625,0.008962395422412173
BraTS-GLI-01524-000,0.9524496667353973,0.8544921875,0.09795747923539733
BraTS-GLI-00012-000,0.9725996342587736,0.89404296875,0.0785566655087736
BraTS-GLI-01307-000,0.9610709408788787,0.90869140625,0.05237953462887868
BraTS-GLI-01298-000,0.8978239065021596,0.91357421875,0.015750312247840403
BraTS-GLI-00074-000,0.9634770229992519,0.90234375,0.061133272999251864
BraTS-GLI-01108-000,0.9033315128350446,0.80908203125,0.09424948158504465
BraTS-GLI-00058-000,0.9020368574201163,0.74853515625,0.1535017011701163
BraTS-GLI-01021-000,0.9610297757974489,0.90771484375,0.05331493204744886
BraTS-GLI-00705-000,0.702292594425693,0.841796875,0.13950428057430697
BraTS-GLI-00426-000,0.9485925094233837,0.90771484375,0.04087766567338369
BraTS-GLI-00303-000,0.9504253647203695,0.91943359375,0.030991770970369537
BraTS-GLI-01247-000,0.7834953003030373,0.7373046875,0.04619061280303727
BraTS-GLI-00488-000,0.8863065326634059,0.86181640625,0.024490126413405866
BraTS-GLI-00290-000,0.9156395069633694,0.88623046875,0.029409038213369376
BraTS-GLI-00784-000,0.9262906119194885,0.853515625,0.07277498691948847
BraTS-GLI-00380-000,0.8843700159494243,0.80322265625,0.08114735969942433
BraTS-GLI-00429-000,0.8737822156254558,0.7958984375,0.07788377812545577
BraTS-GLI-00806-000,0.9108013501687989,0.814453125,0.09634822516879893
BraTS-GLI-01341-000,0.29435304580127014,0.80029296875,0.5059399229487298
BraTS-GLI-01045-000,0.9212366873311236,0.8984375,0.022799187331123627
BraTS-GLI-01348-000,0.8846153846155039,0.82275390625,0.06186147836550393
BraTS-GLI-00269-000,0.9343036506857794,0.90380859375,0.030495056935779363
BraTS-GLI-01320-000,0.9485329924519192,0.888671875,0.059861117451919243
BraTS-GLI-00138-000,0.9133045026710981,0.91650390625,0.003199403578901916
BraTS-GLI-00718-000,0.949756040892208,0.87939453125,0.070361509642208
BraTS-GLI-00810-000,0.9531807201196499,0.9111328125,0.04204790761964994
BraTS-GLI-01329-000,0.92839281654927,0.86962890625,0.05876391029926997
BraTS-GLI-00298-000,0.8970781784681534,0.87353515625,0.02354302221815341
BraTS-GLI-00360-000,0.911630243657417,0.908203125,0.003427118657416961
BraTS-GLI-01443-000,0.8099738950402287,0.88232421875,0.07235032370977135
BraTS-GLI-00650-000,0.9209934271472403,0.8515625,0.0694309271472403
BraTS-GLI-00596-000,0.9231413174279689,0.8896484375,0.0334928799279689
BraTS-GLI-00765-000,0.883550795685993,0.83544921875,0.04810157693599304
BraTS-GLI-00339-000,0.933182127466576,0.92578125,0.007400877466576028
BraTS-GLI-01276-000,0.783333333334236,0.85107421875,0.06774088541576395
BraTS-GLI-01442-000,0.9360870096541871,0.89794921875,0.03813779090418712
BraTS-GLI-01029-000,0.9402817476521181,0.876953125,0.06332862265211814
BraTS-GLI-00199-000,0.9498722028063482,0.91455078125,0.03532142155634821
BraTS-GLI-00694-000,0.5658489347969933,0.7353515625,0.16950262770300673
BraTS-GLI-01102-000,0.7271766415646358,0.669921875,0.057254766564635795
BraTS-GLI-00152-000,0.8888465568150407,0.89306640625,0.004219849434959344
BraTS-GLI-00661-000,0.8966766616691977,0.88525390625,0.011422755419197683
BraTS-GLI-00773-000,0.8216802168022423,0.8134765625,0.008203654302242347
BraTS-GLI-01092-000,0.9598465122653255,0.880859375,0.07898713726532547
BraTS-GLI-00379-000,0.9120786040997593,0.80029296875,0.11178563534975927
BraTS-GLI-00054-000,0.8771032090200013,0.8564453125,0.020657896520001273
BraTS-GLI-01073-000,0.8915057915058264,0.9267578125,0.03525202099417357
BraTS-GLI-01087-000,0.8900659038531961,0.92919921875,0.03913331489680394
BraTS-GLI-00630-001,0.9578627128719943,0.8876953125,0.07016740037199432
BraTS-GLI-00288-000,0.895936981758093,0.76953125,0.126405731758093
BraTS-GLI-00680-000,0.9468503937008165,0.85791015625,0.08894023745081647
BraTS-GLI-01662-000,0.8772288472459295,0.84765625,0.029572597245929533
BraTS-GLI-00370-000,0.9302921326174046,0.90234375,0.02794838261740462
BraTS-GLI-00750-000,0.8952339117066438,0.8623046875,0.03292922420664379
BraTS-GLI-00301-000,0.9430425378515074,0.91015625,0.03288628785150738
BraTS-GLI-01113-000,0.914856202847629,0.849609375,0.06524682784762903
BraTS-GLI-01337-000,0.9374074857264023,0.89111328125,0.04629420447640231
BraTS-GLI-00478-000,0.9405558540517068,0.8798828125,0.06067304155170683
BraTS-GLI-01003-000,0.885162813302824,0.8984375,0.013274686697176019
BraTS-GLI-01368-000,0.9366963189523474,0.912109375,0.024586943952347395
BraTS-GLI-00621-000,0.5481560095522047,0.728515625,0.18035961544779533
